companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
에넥스,주방용 및 음식점용 목재가구 제조업,중견기업,299억 9천만원 (2024.12.31),박진규,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",http://www.enex.co.kr,에넥스그룹 (주)헤텍스,196명 (2024.12.31),1976.03.04 (50년차),"2,617억 7천만원 (2024.12.31)","4,200만원","국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 서초대로73길 40 (서초동, 강남오피스텔)"
에스디바이오센서,그 외 기타 축산업,중소기업,"3,000만원 (2023.12.31)",김형준,"국민연금, 건강보험, 고용보험, 산재보험",경기 평택시 진위면 견산리 (주)엠에스코,에스디바이오센서그룹 시크리티스(주) (주)바이오노트 에스디비인베스트먼트(주) 에스디바이오센서(주),15명 (2021.03.24),2013.10.11 (13년차),14억원9십만원 (2023.12.31),"실험용동물,그 외 기타 분류 안된 화학제품 제조업",-,N/A
에스앤에스텍,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스에프에이,그 외 기타 특수목적용 기계 제조업,중견기업,179억 5천만원 (2024.12.31),김영민,"산업기계,디스플레이기기제조장비,클린공정장비,자동화설비창고 제조/부동산 임대,매매/소프트웨어 개발,공급/자동화관련 엔지니어링",http://www.sfa.co.kr,디와이홀딩스그룹 (주)에스에프에이반도체 (주)디와이홀딩스 (주)에이디엠 (주)둔포기계 (주)원파이낸스 (주)디와이프로퍼티 에스에프에이서비스(주) 씨아이에스(주) (주)디와이푸드,762명 (2024.12.31),1998.12.18 (28년차),"9,712억 6천만원 (2024.12.31)","5,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",경기도 화성시 영천로 38 (영천동) .
에스엘,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스엠,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스엠벡셀,그 외 자동차용 신품 부품 제조업,대기업,556억 2천만원 (2024.12.31),유병선/최세환,"국민연금, 건강보험, 고용보험, 산재보험",충남 아산시 도고면 도고면로 48-15 (신언리) 주식회사 지코,SM그룹 케이엘씨에스엠(주) 에스엠화진(주) 에스엠상선(주) (주)한스케미칼 (주)에스엠바로코사경인 에스엠자산개발(주) 창명해운(주) (주)태길종합건설 에스엠신용정보(주) (주)에스엠바로코사 한덕철광산업(주) 신촌역사(주) 에스엠에이엠씨투자대부(주) 한국선박금융(주) 국일제지(주) 우방토건(주) 더보기,253명 (2024.12.31),1975.04.11 (51년차),"1,725억 4천만원 (2024.12.31)","자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",http://www.smbexel.com,N/A
에스엠코어,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스원,경비 및 경호 서비스업,대기업,189억 9천만원 (2024.12.31),남궁범/하나오카타쿠로,"부가통신 서비스(경비),안전관리용역,CCTV카메라",http://www.s1.co.kr,삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) 더보기,"6,954명 (2024.12.31)",1977.11.28 (49년차),"2조 7,704억원 (2024.12.31)","4,101만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 중구 순화동 168번지 에스원빌딩
에스제이엠,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스제이엠홀딩스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스케이바이오팜,제약·보건·바이오,대기업,이동훈,"국민연금, 건강보험, 고용보험, 산재보험",경기 성남시 분당구 판교역로 221 (삼평동) SK바이오팜,에스케이그룹 엔티스(주) 에스케이핀크스(주) 에프앤유신용정보(주) 에스케이엔펄스(주) 에스케이매직서비스(주) 삼강에스앤씨(주) 리뉴리퀴드서남(주) 에스케이엠앤서비스(주) (주)엔코아 (주)드림어스컴퍼니 행복나래(주) 리뉴에너지충북(주) (주)제이에스아이 에스케이하이이엔지(주) (주)아이에스시 더보기,N/A,210명,2011.04.01 (15년차),신약개발,http://www.skbp.com,N/A,N/A
에스티큐브,제약·보건·바이오,중소기업,128억 4천만원,정현진,"의약품개발,생명공학연구개발",http://www.stcube.com,N/A,18명,1989.08.16 (37년차),176억,"3,300만원","국민연금, 건강보험, 고용보험, 산재보험",서울 강남구 삼성1동 159-1 무역센터 트레이드타워 2201호
에스티팜,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에스피지,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에쓰씨엔지니어링,건축·설비·환경,중소기업,161억 8천만원,김건우,"국민연금, 건강보험, 고용보험, 산재보험","서울 강서구 공항대로 396 (화곡동, (주)귀뚜라미보일러사옥빌딩) 8층",에쓰씨엔지니어링그룹 셀론텍(주),140명,1971.01.14 (55년차),"123,941백만원",산업설비공사,http://www.sc-eng.com,N/A
에어부산,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에이블씨엔씨,화장품 제조업,중견기업,135억 1천만원 (2024.12.31),신유정,"국민연금, 건강보험, 고용보험, 산재보험","서울 서초구 서초대로38길 12 (서초동, 마제스타시티,힐스테이트서리풀) 타워원 13층",리프앤바인그룹 (주)미팩토리 (주)리프앤바인,258명 (2024.12.31),2000.01.07 (26년차),"2,151억 6천만원 (2024.12.31)","화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래",http://www.able-cnc.com,N/A
에이비엘바이오,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에이비엘생명보험,증권·보험·카드,대기업,155억 3천만원 (2024.12.31),XIE ZHEQIANG,"금융 및 보험업, 생명보험, 투자자문업 및 투자일임업",https://www.abllife.co.kr,다자보험그룹그룹 동양생명보험(주) 에이비에이금융서비스(유) 동양생명금융서비스(주),833명,1954.12.21 (72년차),"2조 2,869억원 (2024.12.31)","4,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 영등포구 의사당대로 147 (여의도동, ABL타워) ABL생명"
에이아이에이생명보험,콜센터·아웃소싱·기타,중소기업,박정진,-,N/A,N/A,N/A,680명,1919.08.09 (107년차),콜센터 재택상담 AIA생명 TM센터 텔레마케터,서울 중구 순화동 216 AIA생명,N/A,N/A
에이엔피,전기·전자·제어,중소기업,-,한석민,"국민연금, 건강보험, 고용보험, 산재보험","충북 청주시 흥덕구 직지대로456번길 72 (송정동, 비케이엠(주)) BKM A동 2층 (주)에이엔피",N/A,80명,2018.04.18 (8년차),-,"제조,소사장제,서비스",-,N/A
에이프로젠,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
에이프로젠바이오로직스,제약·보건·바이오,중견기업,992억 3백만원 (2024.12.31),"김재섭, 김정출","국민연금, 건강보험, 고용보험, 산재보험","경기 성남시 중원구 둔촌대로 545 (상대원동, 한라시그마밸리) B1층",에이프로젠그룹 (주)에이프로젠 (주)에이피헬스케어 (주)에이프로젠비저너리 에이프로젠파마(주) (주)지베이스 에이프로젠아이앤씨(주),110명,1961.05.05 (65년차),530억 1천만원 (2024.12.31),의약품 제조업,http://www.aprogen-biologics.com,N/A
에이플러스에셋,은행·금융,대기업,113억원,황승목,"국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 테헤란로4길 14 (역삼동, 미림타워) 14층",에이플러스에셋그룹 (주)나노엔텍 (주)에이플러스라이프 에이플러스리얼티(주) 에이플러스모기지(주) 에이플러스부동산중개(주) (주)에이플러스효담라이프케어 (주)파인랩 (주)에이에이아이헬스케어,498명,2007.09.12 (19년차),"3,546 억원","금융, 보험업",http://www.aplusga.com,N/A
