companyName,industry,numberOfEmployees,companyType,establishmentDate,capital,revenue,ceoName,graduateSalary,mainBusiness,hasFourInsurances,homepage,address,affiliates
KB금융,국내은행,"15,445명 (2024.12.31)",대기업,2001.11.01 (25년차),2조 218억원 (2024.12.31),50조 2백억원 (2024.12.31),이환주,"3,163만원 상세보기","은행,신탁,보험/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.kbstar.com,서울특별시 중구 남대문로 84 (을지로2가) 국민은행,KB금융그룹 케이비부동산신탁(주) 케이비신용정보(주) (주)케이비데이타시스템 (주)케이비손해사정 케이비자산운용(주) 케이비캐피탈(주) (주)케이비라이프생명보험 케이비인베스트먼트(주) 케이비증권(주) (주)케이비손해보험 (주)KB금융지주 (주)케이비손보씨엔에스 (주)케이비국민카드 더보기
KB라이프생명보험,생명 보험업,716명 (2024.12.31),대기업,1990.07.01 (36년차),"1,620억 1천만원 (2024.12.31)","2조 8,509억원 (2024.12.31)",정문철,"3,780만원 상세보기",생명보험,"국민연금, 건강보험, 고용보험, 산재보험",https://www.kblife.co.kr,"서울 강남구 강남대로 298 (역삼동, KB라이프타워) 18층 영업지원부",KB금융그룹 케이비부동산신탁(주) 케이비신용정보(주) (주)국민은행 (주)케이비데이타시스템 (주)케이비손해사정 케이비자산운용(주) 케이비캐피탈(주) 케이비인베스트먼트(주) 케이비증권(주) (주)케이비손해보험 (주)KB금융지주 (주)케이비손보씨엔에스 (주)케이비국민카드 (주)케이비저축은행 더보기
KB손해보험,손해 보험업,"2,970명 (2024.12.31)",대기업,1959.01.27 (67년차),332억 5천만원 (2024.12.31),12조 7천억원 (2024.12.31),구본욱,"4,033만원 상세보기","장기 보험,자동차 보험,화재 보험,해상 보험,특종 보험","국민연금, 건강보험, 고용보험, 산재보험",http://www.kbinsure.co.kr,대구 서구 서대구로 3 (내당동) DBS빌딩 8층 KB손해,KB금융그룹 케이비부동산신탁(주) 케이비신용정보(주) (주)국민은행 (주)케이비데이타시스템 (주)케이비손해사정 케이비자산운용(주) 케이비캐피탈(주) (주)케이비라이프생명보험 케이비인베스트먼트(주) 케이비증권(주) (주)KB금융지주 (주)케이비손보씨엔에스 (주)케이비국민카드 (주)케이비저축은행 더보기
KCC건설,일반용 도료 및 관련제품 제조업,"3,687명 (2024.12.31)",대기업,1958.08.12 (68년차),480억 8천만원 (2024.12.31),"3조 1,269억원 (2024.12.31)",정몽진/정재훈,"5,030만원 상세보기","도료,건축용단열재,내외장재,석고보드,실리콘 등 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.kccworld.co.kr,"서울 서초구 사평대로 344 (서초동, 금강빌딩) KCC",케이씨씨그룹 대호포장(주) (주)동주 (주)동주피앤지 (주)케이씨씨건설 세우실업(주) (주)금강레저 신한벽지(주) 미래(주) (주)동주상사 (주)케이씨씨글라스 (주)케이씨씨실리콘 (주)케이씨더블유
KCI,건물 및 토목 엔지니어링 서비스업,350명 (2024.12.31),중소기업,1982.12.21 (44년차),"7억 8,000만원 (2024.12.31)",520억 4천만원 (2024.12.31),이길용,N/A,"토목 엔지니어링/부동산 임대/소프트웨어 개발,구축/학술연구용역/측량/해외기술용역수주 감리/근로자 파견","국민연금, 건강보험, 고용보험, 산재보험",http://www.kcieng.com,"경기 안양시 동안구 시민대로 401 (관양동, 대륭테크노타운15차) 7층 702호 케이씨아이",N/A
KC코트렐,기체 여과기 제조업,155명 (2024.12.31),중견기업,1973.11.27 (53년차),321억 7백만원 (2024.12.31),"2,965억 4천만원 (2024.12.31)",박기서,"4,365만원 상세보기",환경방지오염시설(전기집진기 등) 제조,"국민연금, 건강보험, 고용보험, 산재보험",http://www.kc-cottrell.com,서울 마포구 상암동 상암산로 34 디지털큐브 12층,케이씨그린홀딩스그룹 케이씨안전기술(주) 엔더블유엘퍼시픽(주) 케이씨글라스(주) 케이씨환경개발(주) 놀텍코리아(주) (주)클레스트라하우저만 케이씨그린홀딩스(주) 케이씨솔라앤에너지(주) 태성플랜트검정(주) 케이씨그린소재(주) 솔팜2호(주) 에코빛길솔라(주) (주)화성솔팜1호 (주)이천뉴파워 더보기
KEC,지주회사,47명 (2024.12.31),대기업,1969.09.09 (57년차),234억 1백만원 (2024.12.31),148억 2천만원 (2024.12.31),박명덕,"4,100만원 상세보기","회사본부,지주회사,경영컨설팅","국민연금, 건강보험, 고용보험, 산재보험",http://www.kecholdings.co.kr,경북 구미시 공단1동 149번지 KEC,한국전자홀딩스그룹 (주)케이이씨 (주)케이이씨디바이스 한국전자판매(주)
KG모빌리언스,데이터베이스 및 온라인정보 제공업,165명 (2024.12.31),중견기업,2000.03.17 (26년차),194억 1천만원 (2024.12.31),"2,296억 3천만원 (2024.12.31)",유승용,N/A,"온라인정보(전자화폐) 제공/소프트웨어 개발/인터넷콜센타대행용역,채권회수대행용역(미납요금)","국민연금, 건강보험, 고용보험, 산재보험",http://www.mobilians.co.kr,"서울 중구 통일로 92 (순화동, 케이지타워) 16층",KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지에듀원 KG케미칼(주) 케이지스틸(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기
KG모빌리티,승용차 및 기타 여객용 자동차 제조업,"4,221명 (2024.12.31)",중견기업,1962.12.06 (64년차),"9,820억 2천만원 (2024.12.31)","3조 7,825억원 (2024.12.31)",곽재선/황기영/박장호,"3,900만원 상세보기","자동차,자동차부품,차륜,정비 제조/도소매","국민연금, 건강보험, 고용보험, 산재보험",http://www.kg-mobility.com,경기 평택시 동삭로 455-12 (칠괴동) .,KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 KG케미칼(주) 케이지스틸(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기
KG스틸,자동차·조선·철강·항공,"1,140명",대기업,1982.10.27 (44년차),"1,808억원",3조 3547억,박성희,"4,733만원 상세보기","철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",https://kg-steel.co.kr/html/index.html,"서울 중구 한강대로 416 (남대문로5가, 서울스퀘어) 7층",KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 KG케미칼(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기
KG이니시스,응용 소프트웨어 개발 및 공급업,220명 (2024.12.31),중견기업,1998.11.03 (28년차),139억 5천만원 (2024.12.31),"7,490억 8천만원 (2024.12.31)",이선재,"3,350만원","전자상거래관련소프트웨어 개발,정보보안시스템(인터넷금융보안),인터넷 지불서비스","국민연금, 건강보험, 고용보험, 산재보험",http://www.inicis.com,"서울 중구 통일로 92 (순화동, 케이지타워) 20층",KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 KG케미칼(주) 케이지스틸(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기
KG케미칼,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,209명 (2024.12.31),중견기업,1954.12.31 (72년차),711억 2천만원 (2024.12.31),"2,075억 3천만원 (2024.12.31)",곽정현/김재익,"2,500만원 상세보기","콘크리트혼화제,비료,친환경농자재,수처리제 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.kgchem.co.kr,울산 울주군 온산읍 당월로 322 (이진리) KG케미칼(주),KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 케이지스틸(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) 더보기
KH바텍,그 외 기타 전자부품 제조업,202명 (2024.12.31),중소기업,1992.11.23 (34년차),118억 3천만원 (2024.12.31),367억 8천만원 (2024.12.31),남광희,"2,650만원 상세보기","이동전화단말기용부품,노트북부품 제조,도매,무역","국민연금, 건강보험, 고용보험, 산재보험",http://www.khvatec.com,"경북 구미시 1공단로10길 53-12 (공단동, (주)KH바텍)",케이에이치바텍그룹 (주)케이에이치엘텍 (주)케이에이치리빙텍 (주)케이에이치벤처파트너스
KISCO홀딩스,철강선 제조업,274명 (2024.12.31),중견기업,1977.04.20 (49년차),506억 5천만원 (2024.12.31),"1,565억 4천만원 (2024.12.31)",강근욱,"4,000만원 상세보기","와이어로프,경강선 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.youngwire.com,경남 창원시 성산구 신촌동 71-1번지,KISCO홀딩스그룹 마산항5부두운영(주) (주)대유코아 (주)서륭 KISCO홀딩스(주) 환영철강공업(주) (주)대호특수강 대흥산업(주) (주)라보상사 한국철강(주) (주)대흥 (주)와이에이치오토
KPX케미칼,석유화학계 기초 화학물질 제조업,"4,723명 (2024.12.31)",대기업,1976.03.16 (50년차),"2,138억 7천만원 (2024.12.31)",13조 6천억원 (2024.12.31),신동빈/이영준/황민재,"4,089만원 상세보기","폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.lottechem.com,"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 14~16층",그룹 한덕화학(주) 롯데캐피탈(주) 롯데글로벌로지스(주) 롯데테크(주) (주)코리아세븐 씨에스유통(주) 스푼(주) (주)롯데아사히주류 롯데엔지니어링플라스틱(주) (주)우리홈쇼핑 롯데지에프알(주) 롯데칠성음료(주) 롯데네슬레코리아(주) 롯데정밀화학(주) 롯데알미늄(주) 롯데에너지머티리얼즈(주) 더보기
KPX홀딩스,그 외 기타 분류 안된 사업지원 서비스업,361명 (2016.06.30),공공기관,2001.04.02 (25년차),"1,278억 3천만원 (2023.12.31)","1,191억 8천만원 (2023.12.31)",정동희,"3,240만원 상세보기","전력 거래,중개/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://new.kpx.or.kr,전라남도 나주시 빛가람로 625 (빛가람동) 한국전력거래소,산업통상자원부그룹 대한석탄공사 한국가스안전공사 한국무역보험공사 한국석유관리원 한국에너지공단 한국전기안전공사 (재)한국에너지정보문화재단 대한무역투자진흥공사 한국디자인진흥원 한국산업기술시험원 무역안보관리원 한국산업단지공단 (재)한국에너지재단 산업통상자원부 더보기
KR모터스,-,0명,-,-,-,-,김원식,N/A,-,"국민연금, 건강보험, 고용보험, 산재보험",-,대전 유성구 궁동 497-1 1층,N/A
KSS해운,외항 화물 운송업,524명 (2024.12.31),중견기업,1984.06.27 (42년차),115억 9천만원 (2024.12.31),"5,178억 8천만원 (2024.12.31)",박찬도,"3,750만원 상세보기","특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등),선박대여","국민연금, 건강보험, 고용보험, 산재보험",http://www.kssline.com,서울 종로구 관훈동 198-42 관훈빌딩 9층,N/A
KTcs,네트워크·통신서비스,"10,967명",대기업,2001 (25년차),238억원,4380억,박경원,"3,594만원","서비스통신업(kt고객채널, 114번호안내, 유무선통신, CS아카데미 등)","국민연금, 건강보험, 고용보험, 산재보험",http://www.ktcs.co.kr,대전 서구 괴정동 367-17,케이티그룹 (주)케이티지니뮤직 (주)스마트로 이니텍(주) (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) 더보기
KT지니뮤직,포털 및 기타 인터넷 정보매개 서비스업,235명,대기업,1991.02.07 (35년차),290억 5천만원 (2024.12.31),"2,293억 3천만원 (2024.12.31)",서인욱,"3,000만원 상세보기","디지털콘텐츠개발,제작,유통,판매,온라인음악서비스,영상음반물","국민연금, 건강보험, 고용보험, 산재보험",https://www.geniemusic.co.kr/,"서울 강남구 강남대로 456 (역삼동, 한석타워) 4,5,6,7,8,9층",케이티그룹 (주)스마트로 이니텍(주) (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 (주)케이티씨에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) (주)케이티엠오에스남부 더보기
LB세미콘,발광 다이오드 제조업,938명 (2024.12.31),중견기업,2000.02.10 (26년차),218억 9천만원 (2024.12.31),"2,614억 2천만원 (2024.12.31)",김남석,"3,960만원",반도체칩 제조,"국민연금, 건강보험, 고용보험, 산재보험",http://www.lbsemicon.com,경기 평택시 청북면 율북리 1027-1 LB세미콘(주),엘비그룹 엘비인베스트먼트(주) 엘비유세스(주) (주)엘비 엘비자산운용(주) 엘비프라이빗에쿼티(주) (주)엘비리텍 엘비휴넷(주)
LF,섬유·의류·패션,948명 (2024.12.31),대기업,2006.11.03 (20년차),"1,462억원 (2024.12.31)","1조 2,053억원 (2024.12.31)",오규식/김상균,"3,200만원 상세보기","남성정장,기성복,의류,잡화 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.lfcorp.com,서울 강남구 신사동 637-1번지 LF,LF그룹 (주)트라이씨클 (주)동아티브이 (주)엘에프네트웍스 (주)한스코리아 (주)파스텔세상 (주)트라이본즈 (주)에프엠인터내셔날 (주)티에이치엔터테인먼트 (주)코람코자산신탁 인덜지(주) (주)코람코자산운용 (주)엘에프이앤씨 막스코(주) 엘에프푸드제천(주) (주)글로벌휴먼스 (주)뉴폴라리스 더보기
